Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
1200,26.47,kempas,A,Semi,Roofing Components
600,10.41,pinewood,A,Indoor,Roofing Components
223,18.13,mango,C,Indoor,Structural Framing
587,12.19,jak,C,Semi,Structural Framing
524,13.16,mahoganii,C,Semi,Door/window
856,5.74,microo,B,Indoor,Door/window
889,23.75,mahoganii,B,Semi,Structural Framing
481,4.18,pinewood,B,Indoor,Roofing Components
500,8.88,lunumidella,A,Semi,Roofing Components
289,8.75,ginisapu,C,Indoor,Roofing Components
275,15.7,mango,C,Indoor,Structural Framing
435,6.92,lunumidella,B,Outdoor,Roofing Components
1695,16.87,kubuk,B,Outdoor,Structural Framing
1826,4.77,kempas,C,Semi,Structural Framing
450,11.48,ginisapu,A,Indoor,Roofing Components
337,5.23,burutha,C,Semi,Door/window
1050,5.72,mahoganii,A,Semi,Structural Framing
313,16.69,lunumidella,C,Indoor,Roofing Components
600,4.15,pinewood,A,Indoor,Roofing Components
758,8.02,microo,B,Indoor,Door/window
1527,1.41,microo,B,Indoor,Structural Framing
302,11.76,ginisapu,C,Indoor,Roofing Components
1050,21.67,mahoganii,A,Semi,Structural Framing
600,8.74,pinewood,A,Indoor,Roofing Components
750,6.83,mahoganii,A,Semi,Door/window
250,5.25,ginisapu,A,Indoor,Door/window
1000,16.82,jak,A,Semi,Structural Framing
399,6.37,burutha,B,Semi,Door/window
1200,17.69,teak,A,Semi,Door/window
1075,2.58,kempas,B,Semi,Roofing Components
2567,19.1,thulan,B,Indoor,Structural Framing
1725,16.84,kempas,C,Semi,Structural Framing
380,15.32,ginisapu,B,Indoor,Roofing Components
797,3.76,teak,C,Semi,Structural Framing
1620,13.28,microo,B,Indoor,Structural Framing
1861,25.25,thulan,C,Indoor,Structural Framing
1072,11.51,kempas,B,Semi,Roofing Components
337,17.74,ginisapu,B,Indoor,Roofing Components
2800,18.85,kempas,A,Semi,Structural Framing
222,6.15,ginisapu,B,Indoor,Door/window
910,3.08,kempas,C,Semi,Door/window
600,19.86,pinewood,A,Indoor,Roofing Components
450,23.73,ginisapu,A,Indoor,Roofing Components
393,14.88,pinewood,C,Indoor,Roofing Components
447,8.02,lunumidella,B,Outdoor,Roofing Components
1500,6.37,thulan,A,Indoor,Door/window
821,23.15,kempas,C,Semi,Roofing Components
1059,16.19,kempas,B,Semi,Roofing Components
125,25.9,mango,C,Indoor,Door/window
600,22.34,pinewood,A,Indoor,Roofing Components
726,27.38,teak,C,Semi,Door/window
270,1.46,mango,C,Indoor,Structural Framing
1595,1.95,microo,B,Indoor,Structural Framing
837,15.47,kempas,C,Semi,Roofing Components
809,1.17,teak,C,Semi,Structural Framing
742,26.46,teak,C,Semi,Door/window
900,26.19,kempas,B,Semi,Roofing Components
1611,22.3,kempas,C,Semi,Structural Framing
482,28.98,pinewood,B,Indoor,Roofing Components
1200,29.9,teak,A,Semi,Door/window
325,27.0,burutha,C,Semi,Door/window
764,11.69,jak,B,Semi,Structural Framing
500,4.85,lunumidella,A,Outdoor,Roofing Components
996,10.44,teak,B,Semi,Structural Framing
652,10.31,mahoganii,B,Semi,Door/window
1500,24.46,thulan,A,Indoor,Door/window
1310,15.29,thulan,B,Indoor,Door/window
1000,3.73,jak,A,Semi,Structural Framing
600,28.2,burutha,A,Semi,Structural Framing
249,24.1,ginisapu,C,Indoor,Roofing Components
500,10.68,lunumidella,A,Indoor,Roofing Components
1000,12.47,microo,A,Indoor,Door/window
370,2.48,ginisapu,B,Indoor,Roofing Components
246,20.17,mango,C,Indoor,Structural Framing
200,23.7,mango,A,Indoor,Door/window
250,17.51,ginisapu,A,Indoor,Door/window
500,16.26,burutha,A,Semi,Door/window
209,23.91,ginisapu,B,Indoor,Door/window
401,21.41,ginisapu,B,Indoor,Roofing Components
594,12.57,mahoganii,B,Semi,Door/window
982,10.71,kempas,B,Semi,Roofing Components
448,8.44,lunumidella,B,Indoor,Roofing Components
822,7.8,kempas,C,Semi,Roofing Components
303,10.51,burutha,C,Semi,Door/window
1314,21.84,microo,C,Indoor,Structural Framing
1500,9.16,kempas,A,Semi,Door/window
2243,27.56,kempas,B,Semi,Structural Framing
301,4.05,mango,B,Indoor,Structural Framing
1000,24.94,microo,A,Indoor,Door/window
304,2.17,ginisapu,C,Indoor,Roofing Components
2800,22.74,kempas,A,Semi,Structural Framing
501,20.01,jak,C,Semi,Door/window
1162,14.15,kempas,B,Semi,Door/window
168,19.26,mango,B,Indoor,Door/window
750,27.2,mahoganii,A,Semi,Door/window
600,24.12,pinewood,A,Indoor,Roofing Components
2800,26.88,kempas,A,Semi,Structural Framing
1348,15.83,thulan,B,Indoor,Door/window
450,11.57,ginisapu,A,Indoor,Roofing Components
191,15.1,ginisapu,B,Indoor,Door/window
600,27.98,burutha,A,Semi,Structural Framing
1574,23.35,kubuk,B,Outdoor,Structural Framing
450,27.74,ginisapu,A,Indoor,Roofing Components
762,29.93,kempas,C,Semi,Roofing Components
450,11.41,ginisapu,A,Indoor,Roofing Components
1000,28.73,jak,A,Semi,Structural Framing
389,20.81,ginisapu,B,Indoor,Roofing Components
1200,17.0,kempas,A,Semi,Roofing Components
850,11.99,jak,A,Semi,Door/window
789,2.64,microo,B,Indoor,Door/window
500,16.21,lunumidella,A,Outdoor,Roofing Components
465,23.1,burutha,B,Semi,Structural Framing
385,3.06,burutha,C,Semi,Structural Framing
1000,3.04,microo,A,Indoor,Door/window
250,13.71,ginisapu,A,Indoor,Door/window
633,28.33,microo,C,Indoor,Door/window
600,14.6,pinewood,A,Indoor,Roofing Components
1789,11.98,kubuk,B,Outdoor,Structural Framing
1000,5.96,jak,A,Semi,Structural Framing
600,15.03,pinewood,A,Indoor,Roofing Components
707,18.75,teak,C,Semi,Structural Framing
631,2.38,jak,C,Semi,Structural Framing
1050,15.1,mahoganii,A,Semi,Structural Framing
652,12.03,jak,B,Semi,Door/window
2800,8.84,kempas,A,Semi,Structural Framing
1024,29.61,kempas,B,Semi,Roofing Components
1500,27.92,thulan,A,Indoor,Door/window
557,26.48,jak,C,Semi,Structural Framing
1059,4.29,kempas,B,Semi,Roofing Components
958,18.58,kempas,B,Semi,Roofing Components
850,26.46,jak,A,Semi,Door/window
362,25.35,ginisapu,B,Indoor,Roofing Components
509,8.56,jak,C,Semi,Door/window
250,14.91,ginisapu,A,Indoor,Door/window
600,24.12,burutha,A,Semi,Structural Framing
1200,4.18,teak,A,Semi,Door/window
396,28.66,lunumidella,B,Indoor,Roofing Components
1908,2.16,kempas,C,Semi,Structural Framing
814,2.78,kempas,C,Semi,Roofing Components
500,9.63,burutha,A,Semi,Door/window
200,23.2,mango,A,Indoor,Door/window
1030,10.76,kempas,B,Semi,Roofing Components
502,28.17,pinewood,B,Indoor,Roofing Components
131,6.98,mango,C,Indoor,Door/window
400,12.27,mango,A,Indoor,Structural Framing
400,19.61,mango,A,Indoor,Structural Framing
450,28.68,ginisapu,A,Indoor,Roofing Components
250,12.63,ginisapu,A,Indoor,Door/window
3000,20.78,thulan,A,Indoor,Structural Framing
750,13.21,mahoganii,A,Semi,Door/window
600,15.26,pinewood,A,Indoor,Roofing Components
122,21.07,mango,C,Indoor,Door/window
778,8.04,jak,B,Semi,Structural Framing
2800,16.35,kempas,A,Semi,Structural Framing
439,16.44,mahoganii,C,Semi,Door/window
318,4.31,lunumidella,C,Outdoor,Roofing Components
994,2.71,teak,B,Semi,Door/window
500,22.94,burutha,A,Semi,Door/window
398,8.51,ginisapu,B,Indoor,Roofing Components
435,21.18,lunumidella,B,Outdoor,Roofing Components
879,28.35,microo,B,Indoor,Door/window
406,8.58,burutha,C,Semi,Structural Framing
600,26.59,burutha,A,Semi,Structural Framing
1958,23.89,kempas,C,Semi,Structural Framing
2000,18.76,microo,A,Indoor,Structural Framing
1569,14.65,kubuk,B,Outdoor,Structural Framing
1200,18.97,teak,A,Semi,Door/window
153,7.29,mango,B,Indoor,Door/window
1711,12.08,microo,B,Indoor,Structural Framing
656,9.19,jak,C,Semi,Structural Framing
605,18.56,mahoganii,C,Semi,Structural Framing
517,27.84,pinewood,B,Indoor,Roofing Components
2358,14.0,kempas,B,Semi,Structural Framing
512,4.1,pinewood,B,Indoor,Roofing Components
458,13.57,pinewood,B,Indoor,Roofing Components
795,14.8,jak,B,Semi,Structural Framing
550,22.68,jak,C,Semi,Door/window
1207,1.97,kubuk,C,Outdoor,Structural Framing
600,10.11,pinewood,A,Indoor,Roofing Components
794,25.56,kempas,C,Semi,Roofing Components
500,27.74,burutha,A,Semi,Door/window
356,16.67,pinewood,C,Indoor,Roofing Components
1035,20.29,kempas,C,Semi,Door/window
350,22.57,pinewood,C,Indoor,Roofing Components
284,2.49,ginisapu,C,Indoor,Roofing Components
856,6.47,microo,B,Indoor,Door/window
420,28.81,burutha,B,Semi,Door/window
365,15.77,ginisapu,B,Indoor,Roofing Components
316,17.83,lunumidella,C,Indoor,Roofing Components
656,27.8,jak,C,Semi,Structural Framing
500,18.05,lunumidella,A,Semi,Roofing Components
684,21.81,kempas,C,Semi,Roofing Components
1200,4.39,teak,A,Semi,Structural Framing
1512,28.33,kubuk,B,Outdoor,Structural Framing
322,22.56,burutha,C,Semi,Door/window
341,29.81,ginisapu,B,Indoor,Roofing Components
1200,26.53,kempas,A,Semi,Roofing Components
978,18.62,teak,B,Semi,Door/window
1164,17.6,kubuk,C,Outdoor,Structural Framing
200,25.85,mango,A,Indoor,Door/window
971,24.83,teak,B,Semi,Structural Framing
1000,8.16,microo,A,Indoor,Door/window
450,17.13,ginisapu,A,Indoor,Roofing Components
500,28.82,burutha,A,Semi,Door/window
349,19.49,lunumidella,C,Semi,Roofing Components
938,1.87,kempas,B,Semi,Roofing Components
376,25.23,burutha,B,Semi,Door/window
239,21.06,mango,C,Indoor,Structural Framing
248,21.62,mango,C,Indoor,Structural Framing
314,7.26,mango,B,Indoor,Structural Framing
1141,26.7,kubuk,C,Outdoor,Structural Framing
500,7.64,lunumidella,A,Indoor,Roofing Components
384,11.13,lunumidella,B,Outdoor,Roofing Components
429,2.31,lunumidella,B,Indoor,Roofing Components
500,4.53,lunumidella,A,Indoor,Roofing Components
506,19.25,pinewood,B,Indoor,Roofing Components
510,8.97,pinewood,B,Indoor,Roofing Components
782,9.98,jak,B,Semi,Structural Framing
353,6.74,pinewood,C,Indoor,Roofing Components
487,12.99,mahoganii,C,Semi,Door/window
600,15.77,pinewood,A,Indoor,Roofing Components
397,22.01,burutha,C,Semi,Structural Framing
500,13.91,lunumidella,A,Outdoor,Roofing Components
464,1.09,pinewood,B,Indoor,Roofing Components
1637,15.59,microo,B,Indoor,Structural Framing
1500,4.36,kempas,A,Semi,Door/window
408,3.82,burutha,C,Semi,Structural Framing
407,27.01,burutha,C,Semi,Structural Framing
1266,23.45,kempas,B,Semi,Door/window
1564,4.11,kubuk,B,Outdoor,Structural Framing
450,17.28,ginisapu,A,Indoor,Roofing Components
269,2.99,ginisapu,C,Indoor,Roofing Components
1219,11.19,thulan,B,Indoor,Door/window
850,27.5,jak,A,Semi,Door/window
339,28.03,mango,B,Indoor,Structural Framing
2000,20.43,kubuk,A,Outdoor,Structural Framing
692,6.61,teak,C,Semi,Structural Framing
325,23.91,burutha,C,Semi,Door/window
278,19.02,ginisapu,C,Indoor,Roofing Components
1197,8.01,kempas,B,Semi,Door/window
1159,5.29,thulan,B,Indoor,Door/window
972,14.96,kempas,B,Semi,Roofing Components
1145,10.0,microo,C,Indoor,Structural Framing
187,16.7,ginisapu,B,Indoor,Door/window
400,13.75,mango,A,Indoor,Structural Framing
200,5.63,mango,A,Indoor,Door/window
324,3.65,lunumidella,C,Indoor,Roofing Components
767,3.21,jak,B,Semi,Structural Framing
267,1.13,ginisapu,C,Indoor,Roofing Components
352,1.37,pinewood,C,Indoor,Roofing Components
450,12.42,ginisapu,A,Indoor,Roofing Components
1000,20.41,microo,A,Indoor,Door/window
2414,12.36,thulan,B,Indoor,Structural Framing
1252,26.07,kubuk,C,Outdoor,Structural Framing
750,9.6,mahoganii,A,Semi,Door/window
155,28.92,mango,B,Indoor,Door/window
358,15.59,burutha,C,Semi,Structural Framing
1055,20.71,kempas,B,Semi,Roofing Components
998,19.21,kempas,B,Semi,Roofing Components
299,2.13,lunumidella,C,Outdoor,Roofing Components
2800,11.38,kempas,A,Semi,Structural Framing
418,2.55,mahoganii,C,Semi,Door/window
277,24.62,lunumidella,C,Outdoor,Roofing Components
2639,7.95,thulan,B,Indoor,Structural Framing
833,28.84,mahoganii,B,Semi,Structural Framing
353,18.95,burutha,C,Semi,Structural Framing
3000,22.76,thulan,A,Indoor,Structural Framing
2800,22.84,kempas,A,Semi,Structural Framing
539,29.59,jak,C,Semi,Door/window
909,1.94,kempas,B,Semi,Roofing Components
600,12.92,pinewood,A,Indoor,Roofing Components
663,15.02,mahoganii,B,Semi,Door/window
157,23.44,mango,B,Indoor,Door/window
577,22.71,jak,C,Semi,Structural Framing
787,1.79,kempas,C,Semi,Roofing Components
600,21.31,pinewood,A,Indoor,Roofing Components
570,10.94,jak,C,Semi,Door/window
637,7.22,mahoganii,C,Semi,Structural Framing
1101,22.01,kubuk,C,Outdoor,Structural Framing
133,11.32,mango,C,Indoor,Door/window
400,10.55,mango,A,Indoor,Structural Framing
1000,12.93,jak,A,Semi,Structural Framing
1285,21.32,kubuk,C,Outdoor,Structural Framing
605,16.36,mahoganii,C,Semi,Structural Framing
958,3.84,kempas,C,Semi,Door/window
399,8.53,burutha,C,Semi,Structural Framing
1875,29.75,thulan,C,Indoor,Structural Framing
1000,2.39,jak,A,Semi,Structural Framing
600,8.86,pinewood,A,Indoor,Roofing Components
866,14.08,mahoganii,B,Semi,Structural Framing
353,1.69,ginisapu,B,Indoor,Roofing Components
444,7.69,lunumidella,B,Indoor,Roofing Components
1200,1.19,teak,A,Semi,Structural Framing
415,5.24,burutha,C,Semi,Structural Framing
500,29.35,lunumidella,A,Outdoor,Roofing Components
861,7.67,jak,B,Semi,Structural Framing
854,4.36,mahoganii,B,Semi,Structural Framing
861,15.38,thulan,C,Indoor,Door/window
450,16.73,ginisapu,A,Indoor,Roofing Components
600,27.27,pinewood,A,Indoor,Roofing Components
141,13.72,ginisapu,C,Indoor,Door/window
2174,8.71,kempas,B,Semi,Structural Framing
878,7.48,mahoganii,B,Semi,Structural Framing
351,18.36,ginisapu,B,Indoor,Roofing Components
1034,19.02,teak,B,Semi,Structural Framing
2800,25.35,kempas,A,Semi,Structural Framing
3000,6.48,thulan,A,Indoor,Structural Framing
316,3.08,burutha,C,Semi,Door/window
337,10.31,mango,B,Indoor,Structural Framing
2000,14.55,kubuk,A,Outdoor,Structural Framing
285,23.17,burutha,C,Semi,Door/window
603,27.85,microo,C,Indoor,Door/window
470,18.48,mahoganii,C,Semi,Door/window
750,9.16,mahoganii,A,Semi,Door/window
1500,24.11,thulan,A,Indoor,Door/window
500,21.16,lunumidella,A,Outdoor,Roofing Components
148,2.59,ginisapu,C,Indoor,Door/window
773,4.68,microo,B,Indoor,Door/window
2344,6.5,kempas,B,Semi,Structural Framing
553,21.71,microo,C,Indoor,Door/window
431,16.29,lunumidella,B,Indoor,Roofing Components
120,19.98,mango,C,Indoor,Door/window
362,13.07,ginisapu,B,Indoor,Roofing Components
1050,3.06,mahoganii,A,Semi,Structural Framing
878,1.21,thulan,C,Indoor,Door/window
600,11.52,burutha,A,Semi,Structural Framing
446,21.92,lunumidella,B,Outdoor,Roofing Components
377,14.22,burutha,B,Semi,Door/window
695,5.24,teak,C,Semi,Structural Framing
600,8.74,burutha,A,Semi,Structural Framing
1308,22.05,kempas,B,Semi,Door/window
385,25.27,burutha,C,Semi,Structural Framing
989,1.1,kempas,B,Semi,Roofing Components
750,15.94,mahoganii,A,Semi,Door/window
450,22.62,ginisapu,A,Indoor,Roofing Components
2000,17.5,microo,A,Indoor,Structural Framing
885,4.95,mahoganii,B,Semi,Structural Framing
1200,21.7,teak,A,Semi,Door/window
382,24.09,lunumidella,B,Outdoor,Roofing Components
750,19.38,mahoganii,A,Semi,Door/window
617,13.3,microo,C,Indoor,Door/window
385,27.75,ginisapu,B,Indoor,Roofing Components
489,25.13,pinewood,B,Indoor,Roofing Components
342,26.58,pinewood,C,Indoor,Roofing Components
377,21.41,burutha,B,Semi,Door/window
500,1.37,lunumidella,A,Semi,Roofing Components
411,17.98,pinewood,C,Indoor,Roofing Components
600,29.43,pinewood,A,Indoor,Roofing Components
600,15.92,burutha,A,Semi,Structural Framing
771,15.17,teak,C,Semi,Structural Framing
1332,2.54,thulan,B,Indoor,Door/window
582,25.92,mahoganii,B,Semi,Door/window
200,15.1,mango,A,Indoor,Door/window
145,13.84,ginisapu,C,Indoor,Door/window
1000,7.83,microo,A,Indoor,Door/window
564,1.74,mahoganii,B,Semi,Door/window
2000,16.89,microo,A,Indoor,Structural Framing
611,1.47,mahoganii,C,Semi,Structural Framing
948,18.85,thulan,C,Indoor,Door/window
600,23.35,burutha,A,Semi,Structural Framing
1702,4.22,thulan,C,Indoor,Structural Framing
393,2.65,lunumidella,B,Outdoor,Roofing Components
288,10.86,ginisapu,C,Indoor,Roofing Components
1078,16.25,kempas,B,Semi,Roofing Components
640,19.68,mahoganii,C,Semi,Structural Framing
363,11.05,pinewood,C,Indoor,Roofing Components
2800,3.59,kempas,A,Semi,Structural Framing
450,5.4,ginisapu,A,Indoor,Roofing Components
1336,12.37,kempas,B,Semi,Door/window
520,14.95,burutha,B,Semi,Structural Framing
384,10.12,lunumidella,B,Indoor,Roofing Components
508,23.0,pinewood,B,Indoor,Roofing Components
868,15.0,jak,B,Semi,Structural Framing
1000,4.16,microo,A,Indoor,Door/window
1200,27.08,kempas,A,Semi,Roofing Components
1200,16.17,kempas,A,Semi,Roofing Components
292,28.93,ginisapu,C,Indoor,Roofing Components
927,28.57,teak,B,Semi,Structural Framing
758,8.51,microo,B,Indoor,Door/window
1000,29.96,microo,A,Indoor,Door/window
1200,18.48,kempas,A,Semi,Roofing Components
1231,26.04,thulan,B,Indoor,Door/window
356,29.29,pinewood,C,Indoor,Roofing Components
600,1.84,burutha,A,Semi,Structural Framing
297,27.46,ginisapu,C,Indoor,Roofing Components
250,6.57,ginisapu,A,Indoor,Door/window
550,29.21,microo,C,Indoor,Door/window
179,13.32,mango,B,Indoor,Door/window
1171,3.46,microo,C,Indoor,Structural Framing
665,9.65,mahoganii,B,Semi,Door/window
123,10.82,mango,C,Indoor,Door/window
1625,3.08,kubuk,B,Outdoor,Structural Framing
167,20.95,mango,B,Indoor,Door/window
984,22.42,thulan,C,Indoor,Door/window
3000,4.52,thulan,A,Indoor,Structural Framing
355,20.85,mango,B,Indoor,Structural Framing
1280,7.69,microo,C,Indoor,Structural Framing
726,24.67,jak,B,Semi,Door/window
689,7.45,microo,C,Indoor,Door/window
1178,6.18,microo,C,Indoor,Structural Framing
521,9.2,pinewood,B,Indoor,Roofing Components
450,12.5,ginisapu,A,Indoor,Roofing Components
1000,13.33,jak,A,Semi,Structural Framing
676,17.03,teak,C,Semi,Door/window
715,25.99,jak,B,Semi,Door/window
1392,14.27,kubuk,C,Outdoor,Structural Framing
2172,16.95,kempas,B,Semi,Structural Framing
292,24.59,ginisapu,C,Indoor,Roofing Components
290,7.44,lunumidella,C,Indoor,Roofing Components
450,28.19,ginisapu,A,Indoor,Roofing Components
500,25.76,burutha,A,Semi,Door/window
343,29.07,lunumidella,C,Outdoor,Roofing Components
413,16.16,burutha,C,Semi,Structural Framing
750,16.03,mahoganii,A,Semi,Door/window
622,12.9,microo,C,Indoor,Door/window
221,19.88,ginisapu,B,Indoor,Door/window
1000,26.56,kempas,C,Semi,Door/window
132,17.64,mango,C,Indoor,Door/window
750,10.86,mahoganii,A,Semi,Door/window
456,19.25,pinewood,B,Indoor,Roofing Components
200,4.77,mango,A,Indoor,Door/window
1029,21.42,thulan,C,Indoor,Door/window
1933,22.79,kempas,C,Semi,Structural Framing
2000,26.69,kubuk,A,Outdoor,Structural Framing
717,9.45,kempas,C,Semi,Roofing Components
1590,9.07,microo,B,Indoor,Structural Framing
2000,19.69,microo,A,Indoor,Structural Framing
323,11.94,lunumidella,C,Outdoor,Roofing Components
133,11.02,mango,C,Indoor,Door/window
528,6.95,burutha,B,Semi,Structural Framing
200,10.32,mango,A,Indoor,Door/window
201,11.31,ginisapu,B,Indoor,Door/window
1500,10.41,kempas,A,Semi,Door/window
415,23.38,lunumidella,B,Outdoor,Roofing Components
1732,27.35,microo,B,Indoor,Structural Framing
419,21.89,lunumidella,B,Outdoor,Roofing Components
642,13.16,jak,B,Semi,Door/window
439,15.54,lunumidella,B,Semi,Roofing Components
421,12.66,burutha,B,Semi,Door/window
750,16.46,mahoganii,A,Semi,Door/window
500,27.41,burutha,A,Semi,Door/window
690,19.15,microo,C,Indoor,Door/window
401,25.47,lunumidella,B,Indoor,Roofing Components
983,17.25,thulan,C,Indoor,Door/window
200,27.69,ginisapu,B,Indoor,Door/window
1500,23.24,kempas,A,Semi,Door/window
474,8.35,burutha,B,Semi,Structural Framing
1500,2.82,kempas,A,Semi,Door/window
1200,4.29,teak,A,Semi,Door/window
792,15.31,kempas,C,Semi,Roofing Components
1200,20.41,kempas,A,Semi,Roofing Components
600,18.0,pinewood,A,Indoor,Roofing Components
1200,3.19,teak,A,Semi,Structural Framing
1200,7.58,teak,A,Semi,Structural Framing
600,7.02,pinewood,A,Indoor,Roofing Components
1525,3.86,microo,B,Indoor,Structural Framing
1369,26.25,kubuk,C,Outdoor,Structural Framing
392,1.26,ginisapu,B,Indoor,Roofing Components
3000,15.19,thulan,A,Indoor,Structural Framing
167,15.71,ginisapu,C,Indoor,Door/window
396,24.21,ginisapu,B,Indoor,Roofing Components
172,29.38,mango,B,Indoor,Door/window
500,28.99,lunumidella,A,Indoor,Roofing Components
2070,19.18,thulan,C,Indoor,Structural Framing
1200,15.43,teak,A,Semi,Door/window
404,29.6,ginisapu,B,Indoor,Roofing Components
394,10.12,ginisapu,B,Indoor,Roofing Components
996,11.53,kempas,B,Semi,Roofing Components
465,13.31,mahoganii,C,Semi,Door/window
2800,28.62,kempas,A,Semi,Structural Framing
3000,23.15,thulan,A,Indoor,Structural Framing
