boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_188 Synthetic entry qty:125.004916 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,10,6,Welder_skilled;Labourer_unskilled;ConcreteWorker_skilled
"Item_189 Synthetic entry qty:470.567032 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,24,14,Labourer_unskilled;Welder_skilled;ConcreteWorker_skilled;Driver_unskilled
Item_190 Synthetic entry qty:493.00637 units vehicles:Excavator labor:Unskilled,Excavator,Excavator,24,35,ConcreteWorker_skilled
"Item_191 Synthetic entry qty:100.577588 pieces vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,28,13,Carpenter_skilled;Driver_unskilled;Mason_skilled;Painter_skilled
Item_192 Synthetic entry qty:234.556943 bag vehicles:Excavator labor:Unskilled,Excavator,Excavator,23,39,Driver_unskilled;Painter_skilled;Mason_skilled;Carpenter_skilled
"Item_193 Synthetic entry qty:132.512131 m3 vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,10,20,Driver_unskilled;Mason_skilled;Painter_skilled
Item_194 Synthetic entry qty:380.677977 kg vehicles:Excavator labor:Unskilled,Excavator,Excavator,19,13,ConcreteWorker_skilled;Driver_unskilled;Mason_skilled;Carpenter_skilled
Item_195 Synthetic entry qty:494.357451 m3 vehicles:Excavator labor:Professional,Excavator,Excavator,23,38,Driver_unskilled;Mason_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_196 Synthetic entry qty:405.05938 units vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,23,29,Mason_skilled;Painter_skilled;ConcreteWorker_skilled;Labourer_unskilled
Item_197 Synthetic entry qty:20.55146 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,12,33,Labourer_unskilled
"Item_198 Synthetic entry qty:244.909412 units vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,6,21,Mason_skilled;Tiler_skilled
"Item_199 Synthetic entry qty:272.912836 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,21,23,ConcreteWorker_skilled;Labourer_unskilled;Tiler_skilled;Driver_unskilled
"Item_0 Synthetic entry qty:256.662412 units vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,24,21,Painter_skilled;Carpenter_skilled
Item_1 Synthetic entry qty:239.475539 units vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,9,40,Welder_skilled;Labourer_unskilled;Tiler_skilled;ConcreteWorker_skilled
Item_2 Synthetic entry qty:260.883022 units vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,22,21,Tiler_skilled
"Item_3 Synthetic entry qty:12.745367 units vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,20,8,ConcreteWorker_skilled;Labourer_unskilled
Item_4 Synthetic entry qty:396.599519 bag vehicles:None labor:Unskilled,,,7,41,Painter_skilled;Tiler_skilled
Item_5 Synthetic entry qty:69.705621 units vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,16,6,Tiler_skilled;Carpenter_skilled
"Item_6 Synthetic entry qty:96.218886 pieces vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,7,8,Painter_skilled;Driver_unskilled;Tiler_skilled
Item_7 Synthetic entry qty:411.407457 m3 vehicles:Trailer labor:Unskilled,Trailer,Trailer,24,19,Painter_skilled
"Item_8 Synthetic entry qty:366.552125 kg vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,19,5,Painter_skilled;Mason_skilled;Welder_skilled
"Item_9 Synthetic entry qty:224.243837 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,24,18,ConcreteWorker_skilled;Carpenter_skilled
"Item_10 Synthetic entry qty:59.657498 bag vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,18,9,Carpenter_skilled
"Item_11 Synthetic entry qty:131.990882 units vehicles:None labor:Skilled,Unskilled",,,21,34,Tiler_skilled
Item_12 Synthetic entry qty:97.965939 kg vehicles:Excavator labor:Professional,Excavator,Excavator,16,45,ConcreteWorker_skilled
"Item_13 Synthetic entry qty:345.806565 m3 vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,24,10,Painter_skilled
"Item_14 Synthetic entry qty:239.474985 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,8,13,Painter_skilled;Mason_skilled;Driver_unskilled;Welder_skilled
Item_15 Synthetic entry qty:145.900241 units vehicles:Trailer labor:Skilled,Trailer,Trailer,21,35,ConcreteWorker_skilled
"Item_16 Synthetic entry qty:427.506626 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,5,30,Painter_skilled;Labourer_unskilled
"Item_17 Synthetic entry qty:163.494986 bag vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,10,42,Labourer_unskilled;Mason_skilled
Item_18 Synthetic entry qty:330.586966 kg vehicles:Crane labor:Skilled,Crane,Crane,18,37,Mason_skilled
"Item_19 Synthetic entry qty:31.776882 bag vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,18,34,Mason_skilled;Painter_skilled;Driver_unskilled
"Item_20 Synthetic entry qty:492.767353 kg vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,21,25,Painter_skilled;Tiler_skilled;Welder_skilled;Carpenter_skilled
"Item_21 Synthetic entry qty:64.412272 bag vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,6,40,Mason_skilled;Driver_unskilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_22 Synthetic entry qty:186.817679 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,23,47,Driver_unskilled;Welder_skilled;Tiler_skilled
"Item_23 Synthetic entry qty:427.296011 bag vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,26,17,Mason_skilled;Welder_skilled;Carpenter_skilled;Tiler_skilled
"Item_24 Synthetic entry qty:414.615843 m3 vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,24,35,Labourer_unskilled;Carpenter_skilled
"Item_25 Synthetic entry qty:436.794383 pieces vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,16,38,Labourer_unskilled
"Item_26 Synthetic entry qty:280.369613 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,29,10,ConcreteWorker_skilled;Tiler_skilled;Painter_skilled
Item_27 Synthetic entry qty:390.73891 pieces vehicles:Crane labor:Semi-skilled,Crane,Crane,14,50,Welder_skilled;Tiler_skilled;Carpenter_skilled
"Item_28 Synthetic entry qty:143.292757 bag vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,22,22,Mason_skilled;Painter_skilled;Welder_skilled;Carpenter_skilled
"Item_29 Synthetic entry qty:414.196719 m3 vehicles:None labor:Skilled,Unskilled",,,8,40,Carpenter_skilled;Driver_unskilled
"Item_30 Synthetic entry qty:169.246688 bag vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,13,26,Driver_unskilled;Mason_skilled
"Item_31 Synthetic entry qty:497.456098 bag vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,11,32,Welder_skilled;Labourer_unskilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_32 Synthetic entry qty:302.081919 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,13,46,Driver_unskilled;Painter_skilled
Item_33 Synthetic entry qty:212.471759 kg vehicles:Trailer labor:Professional,Trailer,Trailer,9,29,Labourer_unskilled;Driver_unskilled;Painter_skilled
"Item_34 Synthetic entry qty:51.12855 kg vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,15,21,Driver_unskilled
"Item_35 Synthetic entry qty:253.407439 units vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,13,16,ConcreteWorker_skilled;Carpenter_skilled
"Item_36 Synthetic entry qty:78.143245 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,22,39,Driver_unskilled;Mason_skilled;Carpenter_skilled;Welder_skilled
"Item_37 Synthetic entry qty:349.197092 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,8,18,Driver_unskilled;Carpenter_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_38 Synthetic entry qty:16.186928 pieces vehicles:None labor:Skilled,Semi-skilled",,,17,16,Tiler_skilled;Carpenter_skilled;Painter_skilled;Mason_skilled
"Item_39 Synthetic entry qty:73.357902 kg vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,18,39,Driver_unskilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_40 Synthetic entry qty:409.351907 kg vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,7,43,Carpenter_skilled;Mason_skilled;Painter_skilled
"Item_41 Synthetic entry qty:80.539138 units vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,22,40,Painter_skilled
"Item_42 Synthetic entry qty:68.02589 bag vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,14,38,Tiler_skilled;ConcreteWorker_skilled;Carpenter_skilled;Mason_skilled
Item_43 Synthetic entry qty:131.915172 units vehicles:None labor:Skilled,,,29,31,Labourer_unskilled;Driver_unskilled
Item_44 Synthetic entry qty:120.9638 m3 vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,12,24,Welder_skilled;Painter_skilled;Tiler_skilled;Driver_unskilled
"Item_45 Synthetic entry qty:383.66201 m3 vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,11,40,Welder_skilled;Carpenter_skilled;Mason_skilled
"Item_46 Synthetic entry qty:163.964385 pieces vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,27,50,Painter_skilled;Tiler_skilled;Mason_skilled;Driver_unskilled
"Item_47 Synthetic entry qty:70.846645 pieces vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,16,49,Driver_unskilled;Tiler_skilled
Item_48 Synthetic entry qty:34.166013 pieces vehicles:Crane labor:Professional,Crane,Crane,12,26,Tiler_skilled;Painter_skilled
"Item_49 Synthetic entry qty:398.157896 units vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,5,42,Driver_unskilled;Welder_skilled;ConcreteWorker_skilled
Item_50 Synthetic entry qty:205.785434 pieces vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,27,9,Welder_skilled;Labourer_unskilled;Driver_unskilled
"Item_51 Synthetic entry qty:144.461141 m3 vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,8,8,Driver_unskilled
"Item_52 Synthetic entry qty:261.015519 pieces vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,19,46,Painter_skilled
"Item_53 Synthetic entry qty:333.845734 units vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,9,37,Mason_skilled;Painter_skilled
"Item_54 Synthetic entry qty:56.107692 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,14,49,Welder_skilled;Tiler_skilled;Mason_skilled;Painter_skilled
"Item_55 Synthetic entry qty:40.834166 m3 vehicles:None labor:Skilled,Semi-skilled",,,13,7,Welder_skilled;Driver_unskilled;Carpenter_skilled
Item_56 Synthetic entry qty:475.94894 pieces vehicles:Crane labor:Semi-skilled,Crane,Crane,23,43,Carpenter_skilled;ConcreteWorker_skilled
Item_57 Synthetic entry qty:146.706993 m3 vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,9,11,Driver_unskilled;Mason_skilled
"Item_58 Synthetic entry qty:445.983296 kg vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,25,24,Painter_skilled
"Item_59 Synthetic entry qty:139.835377 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,12,25,Painter_skilled;Welder_skilled;Mason_skilled
"Item_60 Synthetic entry qty:205.697198 m3 vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,11,12,Labourer_unskilled;Welder_skilled;Painter_skilled;Mason_skilled
Item_61 Synthetic entry qty:455.179647 kg vehicles:Crane labor:Skilled,Crane,Crane,13,11,Labourer_unskilled;Painter_skilled;Tiler_skilled
"Item_62 Synthetic entry qty:192.724005 m3 vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,26,33,Tiler_skilled
"Item_63 Synthetic entry qty:131.659698 m3 vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,18,22,Carpenter_skilled;Welder_skilled
"Item_64 Synthetic entry qty:16.560752 pieces vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,17,18,Carpenter_skilled;Painter_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_65 Synthetic entry qty:442.083653 kg vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,17,39,Welder_skilled;Driver_unskilled;Mason_skilled;Painter_skilled
Item_66 Synthetic entry qty:390.091245 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,11,5,Painter_skilled;Welder_skilled;ConcreteWorker_skilled;Carpenter_skilled
Item_67 Synthetic entry qty:273.907753 bag vehicles:Large Truck labor:Professional,Large Truck,Large Truck,20,37,Welder_skilled;ConcreteWorker_skilled
Item_68 Synthetic entry qty:304.619199 pieces vehicles:Large Truck labor:Professional,Large Truck,Large Truck,12,8,ConcreteWorker_skilled;Painter_skilled;Tiler_skilled;Mason_skilled
"Item_69 Synthetic entry qty:265.233797 m3 vehicles:None labor:Skilled,Semi-skilled",,,23,19,Mason_skilled;Tiler_skilled;Welder_skilled;Driver_unskilled
"Item_70 Synthetic entry qty:328.424665 m3 vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,22,33,Mason_skilled
Item_71 Synthetic entry qty:489.814799 m3 vehicles:Crane labor:Unskilled,Crane,Crane,9,21,Welder_skilled;Tiler_skilled;Labourer_unskilled
"Item_72 Synthetic entry qty:17.786758 units vehicles:None labor:Skilled,Unskilled",,,24,23,Carpenter_skilled
"Item_73 Synthetic entry qty:47.373626 units vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,19,7,Welder_skilled
"Item_74 Synthetic entry qty:432.49219 pieces vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,15,6,Carpenter_skilled;Tiler_skilled;Painter_skilled
"Item_75 Synthetic entry qty:41.207422 bag vehicles:None labor:Skilled,Unskilled",,,17,22,Welder_skilled;Painter_skilled;Labourer_unskilled
"Item_76 Synthetic entry qty:172.28975 m3 vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,27,20,Carpenter_skilled;Labourer_unskilled;Painter_skilled
"Item_77 Synthetic entry qty:53.820146 units vehicles:None labor:Unskilled,Semi-skilled",,,11,26,Driver_unskilled;Welder_skilled;Painter_skilled;ConcreteWorker_skilled
"Item_78 Synthetic entry qty:39.129192 m3 vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,14,40,Welder_skilled
"Item_79 Synthetic entry qty:157.435439 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,16,43,Welder_skilled;Labourer_unskilled
"Item_80 Synthetic entry qty:52.446375 bag vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,5,47,Labourer_unskilled;Welder_skilled
"Item_81 Synthetic entry qty:196.147436 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,8,15,Carpenter_skilled;Painter_skilled;Tiler_skilled
"Item_82 Synthetic entry qty:478.628953 m3 vehicles:None labor:Skilled,Unskilled",,,5,41,ConcreteWorker_skilled;Welder_skilled;Labourer_unskilled
"Item_83 Synthetic entry qty:177.840338 bag vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,7,9,Labourer_unskilled;Painter_skilled
"Item_84 Synthetic entry qty:139.876111 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,15,46,Welder_skilled;Mason_skilled;Driver_unskilled
"Item_85 Synthetic entry qty:374.351627 m3 vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,19,22,ConcreteWorker_skilled;Tiler_skilled;Carpenter_skilled;Driver_unskilled
"Item_86 Synthetic entry qty:186.252596 units vehicles:Crane labor:Skilled,Professional",Crane,Crane,11,44,Labourer_unskilled;Tiler_skilled
Item_87 Synthetic entry qty:359.959672 kg vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,15,12,Painter_skilled;Labourer_unskilled
"Item_88 Synthetic entry qty:276.501761 units vehicles:None labor:Skilled,Semi-skilled",,,23,40,Labourer_unskilled
"Item_89 Synthetic entry qty:497.634776 pieces vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,16,30,Carpenter_skilled;Painter_skilled;Tiler_skilled
"Item_90 Synthetic entry qty:170.85768 pieces vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,9,36,Mason_skilled;Labourer_unskilled
Item_91 Synthetic entry qty:126.328291 kg vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,15,38,Driver_unskilled;ConcreteWorker_skilled;Carpenter_skilled
Item_92 Synthetic entry qty:42.577087 bag vehicles:Crane labor:Semi-skilled,Crane,Crane,20,38,Tiler_skilled;Carpenter_skilled;Mason_skilled;Welder_skilled
Item_93 Synthetic entry qty:204.888052 pieces vehicles:Crane labor:Skilled,Crane,Crane,17,6,ConcreteWorker_skilled;Carpenter_skilled;Welder_skilled;Driver_unskilled
"Item_94 Synthetic entry qty:96.47474 kg vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,15,26,Labourer_unskilled;Carpenter_skilled;Driver_unskilled;Welder_skilled
Item_95 Synthetic entry qty:197.121539 bag vehicles:None labor:Semi-skilled,,,12,10,Labourer_unskilled;Carpenter_skilled;Tiler_skilled;Welder_skilled
"Item_96 Synthetic entry qty:263.705906 bag vehicles:None labor:Skilled,Unskilled",,,10,28,Welder_skilled;Driver_unskilled
Item_97 Synthetic entry qty:120.568001 bag vehicles:Crane labor:Unskilled,Crane,Crane,21,41,Carpenter_skilled
Item_98 Synthetic entry qty:244.927393 units vehicles:Trailer labor:Skilled,Trailer,Trailer,20,24,Welder_skilled
Item_99 Synthetic entry qty:408.583845 m3 vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,23,16,Painter_skilled;Carpenter_skilled
Item_100 Synthetic entry qty:182.626213 kg vehicles:Excavator labor:Skilled,Excavator,Excavator,21,25,Driver_unskilled;Tiler_skilled;Painter_skilled
Item_101 Synthetic entry qty:354.430377 units vehicles:None labor:Professional,,,6,49,Welder_skilled
"Item_102 Synthetic entry qty:276.417916 pieces vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,11,49,Mason_skilled;Carpenter_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_103 Synthetic entry qty:479.99062 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,15,10,Welder_skilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_104 Synthetic entry qty:58.015739 bag vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,23,9,Tiler_skilled;Painter_skilled;Labourer_unskilled
"Item_105 Synthetic entry qty:441.037819 pieces vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,12,15,Labourer_unskilled
"Item_106 Synthetic entry qty:50.116092 pieces vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,15,14,Mason_skilled;Painter_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_107 Synthetic entry qty:415.705865 units vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,18,31,Carpenter_skilled;Painter_skilled
"Item_108 Synthetic entry qty:208.884018 bag vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,21,31,Driver_unskilled;Tiler_skilled
"Item_109 Synthetic entry qty:19.547691 units vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,6,36,Mason_skilled;Labourer_unskilled
"Item_110 Synthetic entry qty:59.578658 units vehicles:None labor:Skilled,Professional",,,13,20,Mason_skilled;ConcreteWorker_skilled;Driver_unskilled
Item_111 Synthetic entry qty:488.620491 m3 vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,14,13,Painter_skilled;Tiler_skilled
"Item_112 Synthetic entry qty:43.988564 m3 vehicles:None labor:Unskilled,Semi-skilled",,,15,12,Carpenter_skilled;Labourer_unskilled
Item_113 Synthetic entry qty:172.062106 units vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,21,41,Painter_skilled;ConcreteWorker_skilled;Mason_skilled;Labourer_unskilled
"Item_114 Synthetic entry qty:69.83586 m3 vehicles:None labor:Skilled,Professional",,,19,10,Carpenter_skilled
